CellSize:7.0,
X,Y,Stars,Label,Col,
8,6,0,Super Nova,-2231822,
8,7,0,Super Nova,-2231822,
8,8,0,Super Nova,-2231822,
8,9,0,Super Nova,-2231822,
8,10,0,Super Nova,-2231822,
8,11,0,Super Nova,-2231822,
8,12,0,Super Nova,-2231822,
8,13,0,Super Nova,-2231822,
8,14,0,Super Nova,-2231822,
8,15,0,Super Giant,-5113968,
8,16,0,Super Giant,-5113968,
8,17,0,Super Giant,-5113968,
8,18,0,Super Giant,-5113968,
8,19,0,Super Giant,-5113968,
8,20,0,Super Giant,-5113968,
8,21,0,Super Giant,-5113968,
8,22,0,Super Giant,-5113968,
8,23,0,Super Giant,-5113968,
8,24,0,Super Giant,-5113968,
8,25,0,Super Giant,-5113968,
8,26,0,Super Giant,-5113968,
8,27,0,Super Giant,-5113968,
8,28,0,Star,-1,
8,29,0,Star,-1,
8,30,0,Star,-1,
8,31,0,Star,-1,
8,32,0,Star,-1,
8,33,0,Star,-1,
8,34,0,Star,-1,
8,35,0,Star,-1,
8,36,0,Star,-1,
8,37,0,Star,-1,
8,38,0,Star,-1,
8,39,0,Star,-1,
8,40,0,Star,-1,
8,41,0,Star,-1,
8,42,0,Star,-1,
8,43,0,Star,-1,
8,44,0,Star,-1,
8,45,0,Star,-1,
8,46,0,Star,-1,
8,47,0,Star,-1,
8,48,0,Star,-1,
8,49,0,Star,-1,
8,50,0,Star,-1,
8,51,0,Star,-1,
8,52,0,Star,-1,
8,53,0,Star,-1,
8,54,0,Star,-1,
8,55,0,Star,-1,
8,56,0,Star,-1,
